Index,Average Preprocessing Latency (ms),Average Inference Latency (ms),Average Postprocessing Latency (ms),Average Total Latency (ms)
1,45.4,49.23333333333333,19.7,114.33333333333333
2,4.5,56.23333333333333,41.666666666666664,102.39999999999999
3,3.6666666666666665,50.53333333333333,109.7,163.9
4,4.866666666666666,57.166666666666664,116.23333333333333,178.26666666666665
5,4.166666666666667,53.333333333333336,114.36666666666667,171.86666666666667
6,5.066666666666667,52.9,95.16666666666667,153.13333333333333
7,4.533333333333333,58.43333333333334,19.099999999999998,82.06666666666666
8,5.166666666666667,62.63333333333333,14.833333333333334,82.63333333333334
9,4.166666666666667,50.43333333333334,114.36666666666667,168.96666666666667
10,3.733333333333333,52.03333333333333,107.53333333333335,163.29999999999998
11,4.866666666666666,61.666666666666664,114.56666666666666,181.1
12,4.233333333333333,54.46666666666667,108.76666666666667,167.46666666666667
13,3.766666666666667,52.9,101.03333333333335,157.70000000000002
14,4.1000000000000005,52.73333333333333,47.06666666666666,103.89999999999999
15,5.433333333333334,58.699999999999996,12.1,76.23333333333333
16,3.1999999999999997,53.633333333333326,23.866666666666664,80.7
17,3.5,56.333333333333336,103.03333333333335,162.86666666666667
18,3.9,52.96666666666667,11.299999999999999,68.16666666666667
19,4.1000000000000005,50.199999999999996,120.86666666666667,175.16666666666666
20,4.1000000000000005,53.03333333333333,103.8,160.93333333333337
21,4.166666666666667,52.166666666666664,94.56666666666666,150.9
22,3.6333333333333333,49.0,128.83333333333334,181.46666666666667
23,3.3000000000000003,52.0,89.2,144.5
24,4.733333333333333,54.53333333333334,59.23333333333333,118.5
25,6.3999999999999995,63.166666666666664,128.4,197.96666666666667
26,4.166666666666667,65.26666666666667,135.43333333333334,204.86666666666667
27,5.066666666666666,69.73333333333333,136.16666666666666,210.96666666666667
28,4.5,57.86666666666667,166.86666666666665,229.23333333333332
29,5.033333333333333,56.666666666666664,161.20000000000002,222.9
30,7.0,57.0,16.0,80.0
31,9.6,70.33333333333333,15.866666666666667,95.8
32,4.6000000000000005,73.76666666666667,158.06666666666666,236.4333333333333
33,4.033333333333333,49.96666666666667,151.16666666666666,205.16666666666666
34,3.4,51.26666666666667,24.2,78.86666666666666
35,4.433333333333334,100.33333333333333,22.900000000000002,127.66666666666667
36,8.133333333333335,72.89999999999999,176.29999999999998,257.3333333333333
37,4.4,51.333333333333336,153.5,209.23333333333335
38,3.5,58.0,27.0,88.5
39,5.599999999999999,61.93333333333333,30.633333333333336,98.16666666666667
40,6.866666666666667,66.46666666666667,32.666666666666664,106.0
41,4.966666666666666,60.166666666666664,36.6,101.73333333333333
42,29.333333333333332,133.73333333333335,183.5666666666667,346.63333333333327
43,4.3999999999999995,57.5,24.2,86.10000000000001
44,3.766666666666667,60.833333333333336,15.766666666666666,80.36666666666666
45,5.966666666666666,91.89999999999999,35.833333333333336,133.70000000000002
46,7.966666666666666,65.39999999999999,266.93333333333334,340.3
47,4.833333333333333,66.10000000000001,26.733333333333334,97.66666666666667
48,9.966666666666667,69.2,17.73333333333333,96.89999999999999
49,10.966666666666667,77.73333333333333,236.6,325.3
50,4.3999999999999995,55.833333333333336,77.86666666666666,138.1
51,4.6000000000000005,59.699999999999996,194.03333333333333,258.3333333333333
52,3.766666666666667,54.56666666666666,24.3,82.63333333333334
53,5.1000000000000005,73.5,225.4666666666667,304.06666666666666
54,4.3999999999999995,58.9,21.76666666666667,85.06666666666666
55,7.466666666666666,80.13333333333333,24.26666666666667,111.86666666666667
56,4.8999999999999995,63.833333333333336,19.8,88.53333333333335
57,6.466666666666666,66.83333333333333,18.26666666666667,91.56666666666668
58,5.166666666666667,63.166666666666664,16.133333333333336,84.46666666666665
59,6.666666666666667,60.6,194.13333333333333,261.4
60,4.3,46.699999999999996,67.96666666666665,118.96666666666665
61,5.8,61.300000000000004,16.766666666666666,83.86666666666667
62,8.733333333333334,89.7,42.63333333333333,141.06666666666666
63,4.733333333333333,65.36666666666666,47.26666666666667,117.36666666666667
64,7.533333333333332,66.26666666666667,31.733333333333334,105.53333333333335
65,5.6000000000000005,63.96666666666666,18.966666666666665,88.53333333333335
66,8.1,72.8,12.333333333333334,93.23333333333333
67,5.8999999999999995,70.96666666666667,48.63333333333333,125.5
68,4.933333333333334,65.16666666666667,192.76666666666665,262.8666666666667
69,4.233333333333333,61.333333333333336,16.2,81.76666666666667
70,11.066666666666668,69.5,247.26666666666665,327.8333333333333
71,3.766666666666667,51.6,71.8,127.16666666666667
72,6.1000000000000005,63.13333333333333,13.766666666666666,83.0
73,13.133333333333333,73.63333333333333,101.33333333333333,188.1
74,4.666666666666667,59.0,247.30000000000004,310.96666666666664
75,4.3999999999999995,132.5,21.266666666666666,158.16666666666669
76,6.133333333333333,62.833333333333336,60.333333333333336,129.29999999999998
77,6.066666666666666,96.33333333333333,18.666666666666668,121.06666666666666
78,10.1,64.83333333333333,54.06666666666666,129.0
79,7.766666666666667,74.5,246.4,328.6666666666667
80,6.0,75.26666666666667,259.96666666666664,341.23333333333335
81,6.099999999999999,61.73333333333333,206.76666666666665,274.59999999999997
82,5.1000000000000005,61.333333333333336,16.733333333333334,83.16666666666667
83,8.233333333333333,101.39999999999999,218.29999999999998,327.93333333333334
