Index,Average Preprocessing Latency (ms),Average Inference Latency (ms),Average Postprocessing Latency (ms),Average Total Latency (ms)
1,46.4,158.5666666666667,79.06666666666666,284.03333333333336
2,56.76666666666667,33.96666666666667,94.63333333333333,185.36666666666665
3,43.86666666666667,99.53333333333335,146.73333333333335,290.1333333333333
4,42.46666666666667,75.13333333333334,120.43333333333334,238.03333333333333
5,45.46666666666667,75.46666666666667,124.03333333333335,244.96666666666667
6,42.9,80.73333333333333,126.63333333333333,250.26666666666665
7,45.9,8.366666666666667,57.4,111.66666666666667
8,46.23333333333333,13.733333333333334,64.23333333333333,124.19999999999999
9,45.06666666666666,84.33333333333333,132.63333333333335,262.03333333333336
10,43.36666666666667,77.46666666666665,124.03333333333335,244.86666666666667
11,46.76666666666667,79.60000000000001,129.4333333333333,255.79999999999998
12,48.36666666666667,77.13333333333334,129.13333333333333,254.63333333333335
13,44.6,75.7,123.03333333333335,243.33333333333334
14,49.86666666666667,32.9,85.89999999999999,168.66666666666666
15,48.0,11.1,62.23333333333333,121.33333333333333
16,48.63333333333333,13.833333333333334,66.60000000000001,129.06666666666666
17,51.43333333333334,97.03333333333335,151.86666666666665,300.3333333333333
18,43.56666666666666,11.0,57.43333333333334,112.0
19,64.89999999999999,94.5,162.9333333333333,322.3333333333333
20,50.76666666666667,92.89999999999999,147.70000000000002,291.3666666666667
21,46.300000000000004,86.89999999999999,136.5,269.7
22,46.300000000000004,113.36666666666667,162.96666666666667,322.6333333333333
23,46.166666666666664,88.2,137.6,271.9666666666667
24,46.86666666666667,40.233333333333334,90.16666666666667,177.26666666666665
25,51.833333333333336,110.33333333333333,166.33333333333334,328.5
26,78.13333333333334,234.33333333333334,316.53333333333336,629.0
27,106.53333333333335,163.20000000000002,278.8,548.5333333333333
28,44.36666666666667,115.8,163.06666666666666,323.2333333333333
29,49.56666666666666,140.20000000000002,192.9333333333333,382.7
30,220.56666666666663,25.366666666666664,252.70000000000002,498.6333333333334
31,85.36666666666667,16.133333333333336,109.76666666666667,211.26666666666665
32,63.333333333333336,176.96666666666667,244.9333333333333,485.23333333333335
33,60.03333333333333,158.1,222.73333333333332,440.8666666666666
34,51.93333333333334,27.166666666666668,82.73333333333333,161.83333333333334
35,55.76666666666667,11.533333333333333,80.73333333333333,148.03333333333333
36,106.36666666666667,246.83333333333334,359.1333333333334,712.3333333333334
37,49.6,141.79999999999998,195.19999999999996,386.59999999999997
38,48.166666666666664,24.366666666666664,75.53333333333335,148.0666666666667
39,54.73333333333333,14.133333333333335,73.43333333333334,142.29999999999998
40,54.333333333333336,23.5,82.83333333333333,160.66666666666666
41,61.0,24.066666666666663,89.66666666666667,174.73333333333335
42,120.83333333333333,254.29999999999998,392.06666666666666,767.1999999999999
43,64.73333333333333,29.0,97.8,191.5333333333333
44,54.199999999999996,14.166666666666666,72.73333333333333,141.1
45,54.166666666666664,25.0,85.0,164.16666666666666
46,100.39999999999999,224.83333333333334,331.6333333333333,656.8666666666667
47,47.0,19.766666666666666,70.06666666666666,136.83333333333334
48,59.300000000000004,13.733333333333334,77.73333333333333,150.76666666666665
49,58.76666666666667,176.03333333333333,242.16666666666666,476.9666666666667
50,50.36666666666667,62.23333333333333,115.93333333333334,228.53333333333333
51,48.1,152.6,204.13333333333333,404.8333333333333
52,49.26666666666667,23.166666666666668,76.03333333333335,148.46666666666667
53,60.06666666666666,178.1,242.83333333333334,481.0
54,42.13333333333333,12.299999999999999,58.1,112.53333333333335
55,66.23333333333333,55.13333333333333,128.0,249.36666666666667
56,57.166666666666664,13.833333333333334,74.93333333333332,145.9333333333333
57,50.70000000000001,15.6,70.3,136.6
58,51.13333333333333,12.933333333333332,68.39999999999999,132.46666666666667
59,54.666666666666664,173.70000000000002,232.53333333333333,460.90000000000003
60,45.9,50.73333333333333,99.63333333333333,196.26666666666665
61,55.300000000000004,15.799999999999999,75.43333333333334,146.53333333333333
62,113.60000000000001,46.633333333333326,172.5666666666667,332.79999999999995
63,47.53333333333333,24.3,75.63333333333334,147.46666666666667
64,54.03333333333333,23.96666666666667,82.56666666666666,160.56666666666663
65,86.03333333333335,18.166666666666668,109.2,213.4
66,53.166666666666664,13.633333333333333,71.73333333333333,138.53333333333333
67,54.1,32.199999999999996,90.93333333333334,177.23333333333335
68,175.20000000000002,263.73333333333335,445.56666666666666,884.5
69,48.1,14.166666666666666,66.53333333333335,128.79999999999998
70,92.5,274.8333333333333,375.1666666666667,742.5
71,373.49999999999994,135.70000000000002,528.5,1037.7
72,59.333333333333336,13.766666666666666,78.26666666666667,151.36666666666667
73,80.39999999999999,105.0,191.6,377.0
74,73.13333333333333,435.5,512.7666666666667,1021.4000000000001
75,86.46666666666668,24.266666666666666,117.46666666666665,228.20000000000002
76,59.86666666666667,42.266666666666666,106.83333333333333,208.96666666666667
77,51.300000000000004,11.433333333333332,66.60000000000001,129.33333333333334
78,61.400000000000006,13.433333333333332,79.60000000000001,154.43333333333334
79,129.4,244.46666666666667,383.09999999999997,756.9666666666667
80,56.833333333333336,172.36666666666667,232.9333333333333,462.13333333333327
81,51.23333333333333,150.83333333333334,206.0666666666667,408.1333333333334
82,52.63333333333333,29.200000000000003,86.13333333333333,167.96666666666667
83,77.63333333333334,192.4,275.03333333333336,545.0666666666667
84,50.86666666666667,234.4333333333333,288.8666666666667,574.1666666666666
85,49.9,144.79999999999998,198.03333333333333,392.73333333333335
86,52.43333333333334,168.5,224.39999999999998,445.3333333333333
87,51.833333333333336,174.4,230.86666666666665,457.09999999999997
88,78.33333333333333,32.53333333333333,115.93333333333332,226.80000000000004
89,61.06666666666666,244.23333333333335,310.7,616.0
90,93.03333333333335,218.4333333333333,317.5333333333333,629.0
91,146.70000000000002,161.86666666666667,315.8,624.3666666666667
92,113.3,25.633333333333336,145.23333333333332,284.1666666666667
93,196.33333333333334,285.8333333333333,488.0333333333333,970.1999999999999
94,50.23333333333333,15.666666666666666,70.43333333333334,136.33333333333334
95,68.60000000000001,20.133333333333336,99.43333333333332,188.16666666666666
96,58.166666666666664,13.200000000000001,76.3,147.66666666666666
97,68.26666666666667,26.666666666666668,107.73333333333333,202.66666666666666
98,57.76666666666667,175.5,238.73333333333335,472.0
99,48.833333333333336,14.033333333333333,65.96666666666665,128.83333333333334
100,58.333333333333336,243.23333333333335,306.03333333333336,607.6
